filename,width,height,class,xmin,ymin,xmax,ymax
frame02341_png.rf.9d81269dad6707d6d5f80900fcf390e9.jpg,640,640,Shoes,243,306,258,333
frame02341_png.rf.9d81269dad6707d6d5f80900fcf390e9.jpg,640,640,Shoes,271,255,293,277
frame07441_png.rf.a738ea1e803baec816db63168c403d21.jpg,640,640,Line,231,297,546,640
frame07441_png.rf.a738ea1e803baec816db63168c403d21.jpg,640,640,Ball,198,354,214,382
frame07441_png.rf.a738ea1e803baec816db63168c403d21.jpg,640,640,Ball,145,254,164,278
frame07441_png.rf.a738ea1e803baec816db63168c403d21.jpg,640,640,Ball,36,339,59,371
frame07441_png.rf.a738ea1e803baec816db63168c403d21.jpg,640,640,Ring,165,159,192,220
frame07441_png.rf.a738ea1e803baec816db63168c403d21.jpg,640,640,Shoes,14,448,50,480
frame07441_png.rf.a738ea1e803baec816db63168c403d21.jpg,640,640,Shoes,130,350,157,379
frame07441_png.rf.a738ea1e803baec816db63168c403d21.jpg,640,640,Shoes,225,358,248,389
frame07441_png.rf.a738ea1e803baec816db63168c403d21.jpg,640,640,Shoes,206,383,229,412
frame11401_png.rf.ab32995ea38261ec3dd3706946602298.jpg,640,640,Shoes,223,287,233,306
frame11401_png.rf.ab32995ea38261ec3dd3706946602298.jpg,640,640,Shoes,246,294,257,311
frame11401_png.rf.ab32995ea38261ec3dd3706946602298.jpg,640,640,Shoes,284,405,294,421
frame11401_png.rf.ab32995ea38261ec3dd3706946602298.jpg,640,640,Shoes,310,396,320,412
frame11401_png.rf.ab32995ea38261ec3dd3706946602298.jpg,640,640,Shoes,364,289,383,302
frame11401_png.rf.ab32995ea38261ec3dd3706946602298.jpg,640,640,Ring,308,151,325,184
frame11401_png.rf.ab32995ea38261ec3dd3706946602298.jpg,640,640,Ball,294,248,303,265
frame11401_png.rf.ab32995ea38261ec3dd3706946602298.jpg,640,640,Ball,375,236,384,250
frame11401_png.rf.ab32995ea38261ec3dd3706946602298.jpg,640,640,Ball,300,289,307,302
frame11401_png.rf.ab32995ea38261ec3dd3706946602298.jpg,640,640,Line,66,295,555,489
frame01441_png.rf.aeef1fb864a558c398a6c10f654f125b.jpg,640,640,Shoes,106,448,134,508
frame01441_png.rf.aeef1fb864a558c398a6c10f654f125b.jpg,640,640,Shoes,31,414,74,441
frame01441_png.rf.aeef1fb864a558c398a6c10f654f125b.jpg,640,640,Shoes,184,283,215,315
frame01441_png.rf.aeef1fb864a558c398a6c10f654f125b.jpg,640,640,Ring,218,62,246,122
frame01441_png.rf.aeef1fb864a558c398a6c10f654f125b.jpg,640,640,Ball,149,453,166,485
frame01441_png.rf.aeef1fb864a558c398a6c10f654f125b.jpg,640,640,Ball,50,278,68,313
frame01441_png.rf.aeef1fb864a558c398a6c10f654f125b.jpg,640,640,Line,304,224,636,364
frame01441_png.rf.aeef1fb864a558c398a6c10f654f125b.jpg,640,640,Line,427,509,637,640
frame04441_png.rf.ac8ce9abb6ee086a014b72f747e3325d.jpg,640,640,Shoes,42,366,77,401
frame04441_png.rf.ac8ce9abb6ee086a014b72f747e3325d.jpg,640,640,Shoes,173,244,199,282
frame04441_png.rf.ac8ce9abb6ee086a014b72f747e3325d.jpg,640,640,Shoes,98,430,125,469
frame04441_png.rf.ac8ce9abb6ee086a014b72f747e3325d.jpg,640,640,Ball,62,258,83,295
frame04441_png.rf.ac8ce9abb6ee086a014b72f747e3325d.jpg,640,640,Ball,129,357,154,392
frame04441_png.rf.ac8ce9abb6ee086a014b72f747e3325d.jpg,640,640,Ball,194,162,210,192
frame04441_png.rf.ac8ce9abb6ee086a014b72f747e3325d.jpg,640,640,Ring,205,66,228,124
frame04441_png.rf.ac8ce9abb6ee086a014b72f747e3325d.jpg,640,640,Line,0,183,582,608
frame05341_png.rf.a86aeab70ff42fbb803ba7f9400b8eea.jpg,640,640,Line,250,257,594,621
frame05341_png.rf.a86aeab70ff42fbb803ba7f9400b8eea.jpg,640,640,Ball,153,228,172,260
frame05341_png.rf.a86aeab70ff42fbb803ba7f9400b8eea.jpg,640,640,Ball,279,403,300,442
frame05341_png.rf.a86aeab70ff42fbb803ba7f9400b8eea.jpg,640,640,Ball,34,335,53,372
frame05341_png.rf.a86aeab70ff42fbb803ba7f9400b8eea.jpg,640,640,Ring,161,128,195,204
frame05341_png.rf.a86aeab70ff42fbb803ba7f9400b8eea.jpg,640,640,Shoes,138,328,174,363
frame05341_png.rf.a86aeab70ff42fbb803ba7f9400b8eea.jpg,640,640,Shoes,17,455,52,498
frame05341_png.rf.a86aeab70ff42fbb803ba7f9400b8eea.jpg,640,640,Shoes,305,460,351,505
frame00541_png.rf.a29af241892cfa6ce66b89b4e2525135.jpg,640,640,Line,313,346,639,473
frame00541_png.rf.a29af241892cfa6ce66b89b4e2525135.jpg,640,640,Ball,233,52,249,87
frame00541_png.rf.a29af241892cfa6ce66b89b4e2525135.jpg,640,640,Ball,197,302,211,328
frame00541_png.rf.a29af241892cfa6ce66b89b4e2525135.jpg,640,640,Ball,123,410,143,437
frame00541_png.rf.a29af241892cfa6ce66b89b4e2525135.jpg,640,640,Shoes,174,423,213,456
frame00541_png.rf.a29af241892cfa6ce66b89b4e2525135.jpg,640,640,Shoes,126,527,174,573
frame00541_png.rf.a29af241892cfa6ce66b89b4e2525135.jpg,640,640,Ring,216,170,245,245
frame04321_png.rf.a56c390db3d2bfd20ed926014a722823.jpg,640,640,Ring,153,131,182,168
frame04321_png.rf.a56c390db3d2bfd20ed926014a722823.jpg,640,640,Ball,142,226,158,268
frame04321_png.rf.a56c390db3d2bfd20ed926014a722823.jpg,640,640,Ball,6,341,23,371
frame04321_png.rf.a56c390db3d2bfd20ed926014a722823.jpg,640,640,Shoes,122,334,142,363
frame04321_png.rf.a56c390db3d2bfd20ed926014a722823.jpg,640,640,Shoes,0,459,22,494
frame04321_png.rf.a56c390db3d2bfd20ed926014a722823.jpg,640,640,Shoes,151,359,169,390
frame04321_png.rf.a56c390db3d2bfd20ed926014a722823.jpg,640,640,Shoes,129,391,145,419
frame04321_png.rf.a56c390db3d2bfd20ed926014a722823.jpg,640,640,Line,228,258,565,627
frame10021_png.rf.a4953063a2ea7935ec9355a91246d9c1.jpg,640,640,Line,2,275,550,630
frame10021_png.rf.a4953063a2ea7935ec9355a91246d9c1.jpg,640,640,Shoes,201,332,232,365
frame10021_png.rf.a4953063a2ea7935ec9355a91246d9c1.jpg,640,640,Shoes,133,335,158,361
frame10021_png.rf.a4953063a2ea7935ec9355a91246d9c1.jpg,640,640,Shoes,25,443,56,470
frame10021_png.rf.a4953063a2ea7935ec9355a91246d9c1.jpg,640,640,Ball,146,248,160,273
frame10021_png.rf.a4953063a2ea7935ec9355a91246d9c1.jpg,640,640,Ball,216,124,231,147
frame10021_png.rf.a4953063a2ea7935ec9355a91246d9c1.jpg,640,640,Ball,40,334,58,365
frame10021_png.rf.a4953063a2ea7935ec9355a91246d9c1.jpg,640,640,Ring,170,144,194,203
frame10201_png.rf.9e8f0ed2cd74637a9c6825d3544da726.jpg,640,640,Ball,212,163,227,190
frame10201_png.rf.9e8f0ed2cd74637a9c6825d3544da726.jpg,640,640,Ball,119,244,135,274
frame10201_png.rf.9e8f0ed2cd74637a9c6825d3544da726.jpg,640,640,Shoes,503,397,521,429
frame10201_png.rf.9e8f0ed2cd74637a9c6825d3544da726.jpg,640,640,Shoes,106,351,135,386
frame10201_png.rf.9e8f0ed2cd74637a9c6825d3544da726.jpg,640,640,Shoes,201,253,230,281
frame10201_png.rf.9e8f0ed2cd74637a9c6825d3544da726.jpg,640,640,Shoes,468,467,507,515
frame10201_png.rf.9e8f0ed2cd74637a9c6825d3544da726.jpg,640,640,Ring,226,72,253,131
frame09001_png.rf.a6189dba23b6f8e34a38b38e6185853c.jpg,640,640,Ball,546,323,563,356
frame09001_png.rf.a6189dba23b6f8e34a38b38e6185853c.jpg,640,640,Ball,421,209,437,241
frame09001_png.rf.a6189dba23b6f8e34a38b38e6185853c.jpg,640,640,Ball,448,232,462,262
frame09001_png.rf.a6189dba23b6f8e34a38b38e6185853c.jpg,640,640,Ring,426,147,449,198
frame09001_png.rf.a6189dba23b6f8e34a38b38e6185853c.jpg,640,640,Shoes,452,321,475,357
frame09001_png.rf.a6189dba23b6f8e34a38b38e6185853c.jpg,640,640,Shoes,391,388,434,421
frame09001_png.rf.a6189dba23b6f8e34a38b38e6185853c.jpg,640,640,Shoes,543,427,578,464
frame09001_png.rf.a6189dba23b6f8e34a38b38e6185853c.jpg,640,640,Line,80,269,617,613
frame05761_png.rf.a811157750079eb0a5a26654752eefa6.jpg,640,640,Ball,142,238,156,265
frame05761_png.rf.a811157750079eb0a5a26654752eefa6.jpg,640,640,Ball,217,252,231,280
frame05761_png.rf.a811157750079eb0a5a26654752eefa6.jpg,640,640,Ball,11,345,29,377
frame05761_png.rf.a811157750079eb0a5a26654752eefa6.jpg,640,640,Ring,158,139,185,199
frame05761_png.rf.a811157750079eb0a5a26654752eefa6.jpg,640,640,Shoes,126,330,154,365
frame05761_png.rf.a811157750079eb0a5a26654752eefa6.jpg,640,640,Shoes,159,375,185,401
frame05761_png.rf.a811157750079eb0a5a26654752eefa6.jpg,640,640,Shoes,3,464,29,496
frame05761_png.rf.a811157750079eb0a5a26654752eefa6.jpg,640,640,Line,239,266,577,637
frame04981_png.rf.9ada3f9ea7abb17e2cd28ac33d7319a3.jpg,640,640,Line,244,263,585,640
frame04981_png.rf.9ada3f9ea7abb17e2cd28ac33d7319a3.jpg,640,640,Ball,424,416,443,450
frame04981_png.rf.9ada3f9ea7abb17e2cd28ac33d7319a3.jpg,640,640,Ball,147,227,163,254
frame04981_png.rf.9ada3f9ea7abb17e2cd28ac33d7319a3.jpg,640,640,Ball,30,327,46,366
frame04981_png.rf.9ada3f9ea7abb17e2cd28ac33d7319a3.jpg,640,640,Ring,156,139,183,193
frame04981_png.rf.9ada3f9ea7abb17e2cd28ac33d7319a3.jpg,640,640,Shoes,136,329,164,365
frame04981_png.rf.9ada3f9ea7abb17e2cd28ac33d7319a3.jpg,640,640,Shoes,19,451,42,492
frame04981_png.rf.9ada3f9ea7abb17e2cd28ac33d7319a3.jpg,640,640,Shoes,455,436,488,464
frame09901_png.rf.9c8091c9e61f7a6529a25fed7292a8b2.jpg,640,640,Ball,308,75,327,106
frame09901_png.rf.9c8091c9e61f7a6529a25fed7292a8b2.jpg,640,640,Ball,180,296,194,318
frame09901_png.rf.9c8091c9e61f7a6529a25fed7292a8b2.jpg,640,640,Ball,72,380,90,410
frame09901_png.rf.9c8091c9e61f7a6529a25fed7292a8b2.jpg,640,640,Shoes,55,484,91,511
frame09901_png.rf.9c8091c9e61f7a6529a25fed7292a8b2.jpg,640,640,Shoes,166,373,188,408
frame09901_png.rf.9c8091c9e61f7a6529a25fed7292a8b2.jpg,640,640,Shoes,459,456,487,487
frame09901_png.rf.9c8091c9e61f7a6529a25fed7292a8b2.jpg,640,640,Ring,201,189,226,249
frame02341_png.rf.a1dd33470ba64c1cf867e7c2a13d2f4c.jpg,640,640,Line,19,216,640,611
frame02341_png.rf.a1dd33470ba64c1cf867e7c2a13d2f4c.jpg,640,640,Ball,287,134,307,166
frame02341_png.rf.a1dd33470ba64c1cf867e7c2a13d2f4c.jpg,640,640,Ball,114,265,129,293
frame02341_png.rf.a1dd33470ba64c1cf867e7c2a13d2f4c.jpg,640,640,Ball,235,179,246,201
frame02341_png.rf.a1dd33470ba64c1cf867e7c2a13d2f4c.jpg,640,640,Ring,241,82,263,138
frame02341_png.rf.a1dd33470ba64c1cf867e7c2a13d2f4c.jpg,640,640,Shoes,219,273,248,303
frame02341_png.rf.a1dd33470ba64c1cf867e7c2a13d2f4c.jpg,640,640,Shoes,96,379,131,409
frame02341_png.rf.a1dd33470ba64c1cf867e7c2a13d2f4c.jpg,640,640,Shoes,253,301,270,329
frame02341_png.rf.a1dd33470ba64c1cf867e7c2a13d2f4c.jpg,640,640,Shoes,280,250,303,273
frame10441_png.rf.9dc2daa4b0f9b0a43a9b7619999143b7.jpg,640,640,Line,101,262,640,619
frame10441_png.rf.9dc2daa4b0f9b0a43a9b7619999143b7.jpg,640,640,Ball,592,306,607,333
frame10441_png.rf.9dc2daa4b0f9b0a43a9b7619999143b7.jpg,640,640,Ball,482,228,499,252
frame10441_png.rf.9dc2daa4b0f9b0a43a9b7619999143b7.jpg,640,640,Ball,414,231,433,265
frame10441_png.rf.9dc2daa4b0f9b0a43a9b7619999143b7.jpg,640,640,Ring,444,127,472,183
frame10441_png.rf.9dc2daa4b0f9b0a43a9b7619999143b7.jpg,640,640,Shoes,435,404,449,430
frame10441_png.rf.9dc2daa4b0f9b0a43a9b7619999143b7.jpg,640,640,Shoes,397,416,415,436
frame10441_png.rf.9dc2daa4b0f9b0a43a9b7619999143b7.jpg,640,640,Shoes,491,315,516,345
frame10441_png.rf.9dc2daa4b0f9b0a43a9b7619999143b7.jpg,640,640,Shoes,599,423,636,451
frame07441_png.rf.af0fa281ec0e7c7c186475eec0568b1e.jpg,640,640,Line,2,286,549,639
frame07441_png.rf.af0fa281ec0e7c7c186475eec0568b1e.jpg,640,640,Ball,200,345,216,372
frame07441_png.rf.af0fa281ec0e7c7c186475eec0568b1e.jpg,640,640,Ball,147,247,165,271
frame07441_png.rf.af0fa281ec0e7c7c186475eec0568b1e.jpg,640,640,Ball,38,337,61,368
frame07441_png.rf.af0fa281ec0e7c7c186475eec0568b1e.jpg,640,640,Ring,167,151,193,211
frame07441_png.rf.af0fa281ec0e7c7c186475eec0568b1e.jpg,640,640,Shoes,17,447,52,477
frame07441_png.rf.af0fa281ec0e7c7c186475eec0568b1e.jpg,640,640,Shoes,132,344,159,371
frame07441_png.rf.af0fa281ec0e7c7c186475eec0568b1e.jpg,640,640,Shoes,228,348,251,377
frame07441_png.rf.af0fa281ec0e7c7c186475eec0568b1e.jpg,640,640,Shoes,208,373,231,401
frame01141_png.rf.aaaa430f72dff529f5ba44c9438459d8.jpg,640,640,Line,255,294,625,640
frame01141_png.rf.aaaa430f72dff529f5ba44c9438459d8.jpg,640,640,Ball,338,398,367,435
frame01141_png.rf.aaaa430f72dff529f5ba44c9438459d8.jpg,640,640,Ball,138,253,157,277
frame01141_png.rf.aaaa430f72dff529f5ba44c9438459d8.jpg,640,640,Ring,156,118,189,205
frame01141_png.rf.aaaa430f72dff529f5ba44c9438459d8.jpg,640,640,Shoes,121,359,152,405
frame01141_png.rf.aaaa430f72dff529f5ba44c9438459d8.jpg,640,640,Shoes,350,485,400,528
frame04501_png.rf.a799ccb507f64b389f94433a10403134.jpg,640,640,Line,41,164,588,517
frame04501_png.rf.a799ccb507f64b389f94433a10403134.jpg,640,640,Ball,247,143,262,165
frame04501_png.rf.a799ccb507f64b389f94433a10403134.jpg,640,640,Ball,151,225,166,247
frame04501_png.rf.a799ccb507f64b389f94433a10403134.jpg,640,640,Ball,182,407,202,429
frame04501_png.rf.a799ccb507f64b389f94433a10403134.jpg,640,640,Ring,260,61,286,109
frame04501_png.rf.a799ccb507f64b389f94433a10403134.jpg,640,640,Shoes,235,213,259,242
frame04501_png.rf.a799ccb507f64b389f94433a10403134.jpg,640,640,Shoes,131,313,155,336
frame04501_png.rf.a799ccb507f64b389f94433a10403134.jpg,640,640,Shoes,153,433,172,477
frame08101_png.rf.ad6f277878bd2e47c7049d36ffd002a0.jpg,640,640,Ring,274,158,299,222
frame08101_png.rf.ad6f277878bd2e47c7049d36ffd002a0.jpg,640,640,Ball,151,337,167,369
frame08101_png.rf.ad6f277878bd2e47c7049d36ffd002a0.jpg,640,640,Shoes,128,448,167,482
frame08101_png.rf.ad6f277878bd2e47c7049d36ffd002a0.jpg,640,640,Shoes,340,606,356,626
frame08101_png.rf.ad6f277878bd2e47c7049d36ffd002a0.jpg,640,640,Line,328,289,640,623
frame08101_png.rf.ad6f277878bd2e47c7049d36ffd002a0.jpg,640,640,Line,45,574,263,630
frame03661_png.rf.9fa972ecb8ea53ce00461ae9ed12d24c.jpg,640,640,Line,0,295,380,640
frame03661_png.rf.9fa972ecb8ea53ce00461ae9ed12d24c.jpg,640,640,Ball,474,263,491,293
frame03661_png.rf.9fa972ecb8ea53ce00461ae9ed12d24c.jpg,640,640,Ball,621,368,633,407
frame03661_png.rf.9fa972ecb8ea53ce00461ae9ed12d24c.jpg,640,640,Ball,405,377,423,411
frame03661_png.rf.9fa972ecb8ea53ce00461ae9ed12d24c.jpg,640,640,Ring,449,131,479,209
frame03661_png.rf.9fa972ecb8ea53ce00461ae9ed12d24c.jpg,640,640,Shoes,475,374,509,413
frame03661_png.rf.9fa972ecb8ea53ce00461ae9ed12d24c.jpg,640,640,Shoes,437,461,463,495
frame03661_png.rf.9fa972ecb8ea53ce00461ae9ed12d24c.jpg,640,640,Shoes,408,480,432,519
frame09181_png.rf.9b9fac526529727ce92dd7b8917b3072.jpg,640,640,Line,323,300,558,639
frame09181_png.rf.9b9fac526529727ce92dd7b8917b3072.jpg,640,640,Ball,127,246,142,276
frame09181_png.rf.9b9fac526529727ce92dd7b8917b3072.jpg,640,640,Ball,10,339,23,371
frame09181_png.rf.9b9fac526529727ce92dd7b8917b3072.jpg,640,640,Ball,354,312,369,339
frame09181_png.rf.9b9fac526529727ce92dd7b8917b3072.jpg,640,640,Ring,149,138,177,202
frame09181_png.rf.9b9fac526529727ce92dd7b8917b3072.jpg,640,640,Shoes,108,345,140,378
frame09181_png.rf.9b9fac526529727ce92dd7b8917b3072.jpg,640,640,Shoes,267,389,284,430
frame09181_png.rf.9b9fac526529727ce92dd7b8917b3072.jpg,640,640,Shoes,308,412,333,441
frame09181_png.rf.9b9fac526529727ce92dd7b8917b3072.jpg,640,640,Shoes,4,459,26,481
frame05101_png.rf.af3d5123564f92ebab64583ffe180765.jpg,640,640,Line,262,266,517,390
frame05101_png.rf.af3d5123564f92ebab64583ffe180765.jpg,640,640,Line,1,499,507,637
frame05101_png.rf.af3d5123564f92ebab64583ffe180765.jpg,640,640,Ball,616,304,634,325
frame05101_png.rf.af3d5123564f92ebab64583ffe180765.jpg,640,640,Ball,427,77,442,107
frame05101_png.rf.af3d5123564f92ebab64583ffe180765.jpg,640,640,Ball,189,246,202,269
frame05101_png.rf.af3d5123564f92ebab64583ffe180765.jpg,640,640,Ball,86,329,102,351
frame05101_png.rf.af3d5123564f92ebab64583ffe180765.jpg,640,640,Shoes,70,420,100,451
frame05101_png.rf.af3d5123564f92ebab64583ffe180765.jpg,640,640,Shoes,173,320,200,357
frame05101_png.rf.af3d5123564f92ebab64583ffe180765.jpg,640,640,Shoes,503,450,530,492
frame05101_png.rf.af3d5123564f92ebab64583ffe180765.jpg,640,640,Ring,199,169,222,216
frame04861_png.rf.b09f9279f082a9b8dbd4e29bea038ea1.jpg,640,640,Line,80,270,413,640
frame04861_png.rf.b09f9279f082a9b8dbd4e29bea038ea1.jpg,640,640,Ball,478,234,495,262
frame04861_png.rf.b09f9279f082a9b8dbd4e29bea038ea1.jpg,640,640,Ball,497,245,511,276
frame04861_png.rf.b09f9279f082a9b8dbd4e29bea038ea1.jpg,640,640,Ball,618,353,638,389
frame04861_png.rf.b09f9279f082a9b8dbd4e29bea038ea1.jpg,640,640,Ring,464,144,496,192
frame04861_png.rf.b09f9279f082a9b8dbd4e29bea038ea1.jpg,640,640,Shoes,458,411,478,450
frame04861_png.rf.b09f9279f082a9b8dbd4e29bea038ea1.jpg,640,640,Shoes,499,346,526,377
frame04861_png.rf.b09f9279f082a9b8dbd4e29bea038ea1.jpg,640,640,Shoes,627,463,640,511
frame04861_png.rf.b09f9279f082a9b8dbd4e29bea038ea1.jpg,640,640,Shoes,395,445,415,473
frame08161_png.rf.afc5ccd821404edaeff0d85ad1d19fe1.jpg,640,640,Line,0,244,582,598
frame08161_png.rf.afc5ccd821404edaeff0d85ad1d19fe1.jpg,640,640,Ball,213,282,231,314
frame08161_png.rf.afc5ccd821404edaeff0d85ad1d19fe1.jpg,640,640,Ball,98,302,119,333
frame08161_png.rf.afc5ccd821404edaeff0d85ad1d19fe1.jpg,640,640,Ball,492,171,506,195
frame08161_png.rf.afc5ccd821404edaeff0d85ad1d19fe1.jpg,640,640,Shoes,79,403,116,434
frame08161_png.rf.afc5ccd821404edaeff0d85ad1d19fe1.jpg,640,640,Shoes,283,420,303,452
frame08161_png.rf.afc5ccd821404edaeff0d85ad1d19fe1.jpg,640,640,Shoes,495,253,513,277
frame08161_png.rf.afc5ccd821404edaeff0d85ad1d19fe1.jpg,640,640,Ring,221,115,246,167
frame06241_png.rf.b33916532fe1ee2537d57b5c5ef9cee3.jpg,640,640,Ring,180,125,202,189
frame06241_png.rf.b33916532fe1ee2537d57b5c5ef9cee3.jpg,640,640,Ball,165,219,178,243
frame06241_png.rf.b33916532fe1ee2537d57b5c5ef9cee3.jpg,640,640,Ball,115,248,130,273
frame06241_png.rf.b33916532fe1ee2537d57b5c5ef9cee3.jpg,640,640,Ball,46,319,67,347
frame06241_png.rf.b33916532fe1ee2537d57b5c5ef9cee3.jpg,640,640,Shoes,33,411,68,444
frame06241_png.rf.b33916532fe1ee2537d57b5c5ef9cee3.jpg,640,640,Shoes,100,420,120,459
frame06241_png.rf.b33916532fe1ee2537d57b5c5ef9cee3.jpg,640,640,Shoes,152,298,177,334
frame06241_png.rf.b33916532fe1ee2537d57b5c5ef9cee3.jpg,640,640,Line,1,242,543,635
frame00901_png.rf.b2a5075b336025299a98b8b3c20dd5b1.jpg,640,640,Line,15,190,608,549
frame00901_png.rf.b2a5075b336025299a98b8b3c20dd5b1.jpg,640,640,Ball,160,22,177,58
frame00901_png.rf.b2a5075b336025299a98b8b3c20dd5b1.jpg,640,640,Ball,368,159,383,179
frame00901_png.rf.b2a5075b336025299a98b8b3c20dd5b1.jpg,640,640,Ball,474,245,490,269
frame00901_png.rf.b2a5075b336025299a98b8b3c20dd5b1.jpg,640,640,Shoes,474,339,506,364
frame00901_png.rf.b2a5075b336025299a98b8b3c20dd5b1.jpg,640,640,Shoes,368,239,389,267
frame00901_png.rf.b2a5075b336025299a98b8b3c20dd5b1.jpg,640,640,Shoes,103,409,129,452
frame00901_png.rf.b2a5075b336025299a98b8b3c20dd5b1.jpg,640,640,Ring,350,72,372,120
frame11281_png.rf.b184babcf245ae8fb2ece23950c70be4.jpg,640,640,Shoes,41,415,61,438
frame11281_png.rf.b184babcf245ae8fb2ece23950c70be4.jpg,640,640,Shoes,61,407,78,425
frame11281_png.rf.b184babcf245ae8fb2ece23950c70be4.jpg,640,640,Shoes,233,292,252,304
frame11281_png.rf.b184babcf245ae8fb2ece23950c70be4.jpg,640,640,Shoes,367,276,385,290
frame11281_png.rf.b184babcf245ae8fb2ece23950c70be4.jpg,640,640,Ball,126,29,139,53
frame11281_png.rf.b184babcf245ae8fb2ece23950c70be4.jpg,640,640,Ball,240,231,250,244
frame11281_png.rf.b184babcf245ae8fb2ece23950c70be4.jpg,640,640,Ball,380,220,389,236
frame11281_png.rf.b184babcf245ae8fb2ece23950c70be4.jpg,640,640,Ring,319,142,335,178
frame11281_png.rf.b184babcf245ae8fb2ece23950c70be4.jpg,640,640,Line,75,275,583,497
frame07561_png.rf.b37faa061c62e7d891e5590b46095509.jpg,640,640,Line,229,264,462,327
frame07561_png.rf.b37faa061c62e7d891e5590b46095509.jpg,640,640,Line,2,350,525,593
frame07561_png.rf.b37faa061c62e7d891e5590b46095509.jpg,640,640,Ball,512,273,530,300
frame07561_png.rf.b37faa061c62e7d891e5590b46095509.jpg,640,640,Ball,162,231,176,256
frame07561_png.rf.b37faa061c62e7d891e5590b46095509.jpg,640,640,Ball,65,308,79,330
frame07561_png.rf.b37faa061c62e7d891e5590b46095509.jpg,640,640,Ball,608,286,621,308
frame07561_png.rf.b37faa061c62e7d891e5590b46095509.jpg,640,640,Shoes,46,417,77,436
frame07561_png.rf.b37faa061c62e7d891e5590b46095509.jpg,640,640,Shoes,147,311,173,345
frame07561_png.rf.b37faa061c62e7d891e5590b46095509.jpg,640,640,Shoes,462,299,474,326
frame07561_png.rf.b37faa061c62e7d891e5590b46095509.jpg,640,640,Shoes,485,335,500,359
frame07561_png.rf.b37faa061c62e7d891e5590b46095509.jpg,640,640,Ring,180,138,199,192
frame03421_png.rf.b8832b256db328768027b74297e43dae.jpg,640,640,Line,34,244,640,636
